tcin,price,Region,Alcohol Percentage,Wine varietals,rating,taste,quality,value
47134834,15.99,Burgundy,13,Chardonnay,5.0,5.0,5.0,5.0
78650397,14.99,Washington,12.4,Sauvignon Blanc,4.92,0.0,0.0,0.0
79628839,10.99,Italy,5,White Blend,5.0,5.0,5.0,5.0
13462735,5.99,Australia,12,Sauvignon Blanc,4.44,0.0,0.0,0.0
13462732,5.99,Australia,11.5,Pinot Grigio,3.93,5.0,5.0,5.0
14767771,9.99,California,12.0,White Blend,4.6,4.33,4.33,4.33
84715277,5.99,California,6,Pinot Grigio,4.0,1.0,1.0,3.0
53427024,10.99,Italy,5,White Moscato,4.69,5.0,5.0,5.0
51792587,8.99,Italy,9.5,White Moscato,5.0,5.0,4.0,5.0
47131132,15.99,"Columbia Valley, Washington",13.5,Chardonnay,0.0,0.0,0.0,0.0
13462178,8.99,California,13.5,White Blend,4.25,3.67,3.67,4.0
53807518,9.99,Germany,11,Riesling,0.0,0.0,0.0,0.0
47134232,9.99,California,15.5,Sauvignon Blanc,5.0,0.0,0.0,0.0
47218022,10.99,Italy,5,White Moscato,4.6,0.0,0.0,0.0
14767732,8.99,California,11,White Moscato,5.0,5.0,5.0,5.0
13300533,6.99,California,13.0,Chardonnay,4.21,0.0,0.0,0.0
86459475,12.99,Piedmont,5,Multiple Varietals,0.0,0.0,0.0,0.0
54263255,17.99,"Clarksburg, California",14.5,Chardonnay,5.0,0.0,0.0,0.0
14695567,5.99,Australia,7.5,White Moscato,4.0,3.0,3.0,3.0
13462198,5.49,California,10,White Moscato,5.0,5.0,5.0,5.0
47136017,15.99,"Columbia Valley, Washington",12,Riesling,0.0,0.0,0.0,0.0
50072339,6.99,California,13,Riesling,4.5,4.0,4.0,5.0
81593994,13.99,Italy,11.5,Prosecco,4.64,5.0,5.0,5.0
52514376,8.99,California,12,Rose,3.76,3.25,3.63,4.25
51759411,10.99,Italy,5.0,Rose,4.54,5.0,5.0,5.0
53776617,10.99,Italy,7,Rose,4.43,1.0,2.0,2.0
48330880,8.99,California,12.5,Rose,3.96,2.5,3.25,3.0
84715276,5.99,California,6,Rose,3.67,5.0,5.0,5.0
13299912,6.99,California,8,White Zinfandel,0.0,0.0,0.0,0.0
82000928,18.99,Piedmont,7,Pink Moscato,0.0,0.0,0.0,0.0
14767783,5.99,California,10,Pink Moscato,4.33,5.0,5.0,5.0
13462074,5.99,California,9.5,White Zinfandel,5.0,0.0,0.0,0.0
13462179,8.99,California,13.5,Rose,4.0,4.0,4.0,5.0
81593991,19.99,California,14.5,"Red Blend, Cabernet Sauvignon",4.54,5.0,5.0,5.0
49098479,89.99,"Napa Valley, California",14.0,Cabernet Sauvignon,5.0,4.67,5.0,4.33
81594068,54.99,"Napa Valley, California",15,Cabernet Sauvignon,4.5,5.0,5.0,5.0
81582877,26.99,"Napa Valley, California",14.5,Cabernet Sauvignon,5.0,0.0,0.0,0.0
54625696,9.99,"Monterey, California",15,Pinot Noir,4.38,4.5,4.5,5.0
54296264,9.99,California,15,Cabernet Sauvignon,4.17,3.0,3.0,3.0
80862707,26.99,California,13.5,Red Blend,4.39,4.42,4.5,4.3
81582878,26.99,"Sonoma Coast, California",14.1,Pinot Noir,5.0,0.0,0.0,0.0
81826929,49.99,"Napa Valley, California",14,Cabernet Sauvignon,0.0,0.0,0.0,0.0
83817152,19.99,California,14.3,Pinot Noir,5.0,0.0,0.0,0.0
54210152,9.99,California,14,Red Blend,4.28,4.14,4.0,5.0
81582879,26.99,"Napa Valley, California",14.5,Red Blend,5.0,0.0,0.0,0.0
13359282,19.99,"Napa Valley, California",13.5,Cabernet Sauvignon,4.5,4.0,5.0,
54217864,12.99,"Columbia Valley, Washington",15,Red Blend,4.22,3.0,3.13,3.38
79601047,26.99,California,14.5,Cabernet Sauvignon,5.0,5.0,5.0,5.0
54675261,21.99,California,15,Cabernet Sauvignon,4.93,4.8,5.0,4.6
47134858,24.99,California,14.5,Cabernet Sauvignon,4.57,5.0,5.0,5.0
13307748,14.99,California,13.5,Pinot Noir,4.42,3.5,3.5,3.5
49091206,58.99,California,15.2,Red Blend,4.72,0.0,0.0,0.0
79373410,14.99,California,14,Cabernet Sauvignon,4.44,5.0,5.0,5.0
84723810,11.99,"Monterey, California",9,Pinot Noir,4.0,2.33,2.33,2.33
48630272,55.99,"Napa Valley, California",14.5,Merlot,0.0,0.0,0.0,0.0
14775921,17.99,"Sonoma, California",14.5,Cabernet Sauvignon,3.57,5.0,5.0,5.0
13308403,13.99,Chianti,13.0,Chianti,4.63,4.17,4.33,4.5
14766357,14.99,California,13.75,Cabernet Sauvignon,4.81,5.0,5.0,5.0
52232435,15.99,"Columbia Valley, Washington",14,Cabernet Sauvignon,4.67,0.0,0.0,0.0
52588885,27.99,"Willamette Valley, Oregon",13.9,Pinot Noir,5.0,5.0,5.0,5.0
54218835,16.99,California,14.3,Cabernet Sauvignon,4.0,4.67,4.67,4.33
14767729,13.99,Argentina,13.5,Red Blend,4.57,4.33,4.33,4.33
81583894,59.99,California,15,Cabernet Sauvignon,4.59,0.0,0.0,0.0
81785848,14.99,California,14,Pinot Noir,3.57,3.67,4.33,3.67
52280236,38.99,California,15.1,Red Blend,5.0,5.0,5.0,5.0
82018197,19.99,"Sonoma, California",14,Pinot Noir,4.86,5.0,5.0,5.0
51759429,16.99,"Lodi, California",13.9,Cabernet Sauvignon,4.67,5.0,5.0,5.0
81785844,14.99,California,14,Red Blend,4.1,4.0,4.5,5.0
84714895,19.99,United States,13.7,Red Blend,4.44,4.75,4.75,4.5
54315699,69.99,"Napa Valley, California",14.5,Cabernet Sauvignon,0.0,0.0,0.0,0.0
53225577,45.99,"Napa Valley, California",15,Cabernet Sauvignon,4.92,5.0,4.85,4.31
52634216,19.99,"Lodi, California",15,Red Blend,4.73,5.0,5.0,5.0
14767397,32.99,"Knights Valley, California",14.8,Cabernet Sauvignon,4.8,0.0,0.0,0.0
13359468,8.99,California,13.5,Pinot Noir,4.43,3.4,3.4,3.4
47134276,14.99,"Monterey, California",14.5,Pinot Noir,4.67,5.0,5.0,5.0
80350888,19.99,United States,13.7,Cabernet Sauvignon,4.44,3.5,3.5,2.83
14775929,13.99,Mendoza,13.0,Malbec,5.0,0.0,0.0,0.0
47982212,20.99,California,14.1,Pinot Noir,5.0,0.0,0.0,0.0
53205434,21.99,"Paso Robles, California",13.8,Cabernet Sauvignon,4.0,4.0,4.0,5.0
47130596,13.99,California,14.2,Cabernet Sauvignon,4.71,5.0,5.0,4.0
14766411,20.99,"Sonoma, California",13.9,Red Blend,4.0,0.0,0.0,0.0
14767103,9.99,"Lodi, California",14.5,Zinfandel,4.48,5.0,5.0,5.0
47133491,59.99,"Napa Valley, California",14.1,Cabernet Sauvignon,5.0,5.0,5.0,5.0
47136009,15.99,"Monterey, California",13.5,Pinot Noir,4.9,0.0,0.0,0.0
53225513,14.99,Oregon,14.1,Pinot Noir,4.53,4.33,4.47,4.86
81582206,54.99,"Paso Robles, California",15,Cabernet Sauvignon,0.0,0.0,0.0,0.0
47129525,15.99,California,13.5,Cabernet Sauvignon,5.0,4.9,5.0,4.9
47129488,21.99,Piedmont,7,Brachetto D'Acqui,4.72,5.0,5.0,4.8
51773444,19.99,Oregon,13.6,Pinot Noir,4.24,0.0,0.0,0.0
53194689,14.99,California,13.9,Pinot Noir,4.6,0.0,0.0,0.0
17295369,16.99,"Monterey, California",13.5,Pinot Noir,5.0,0.0,0.0,0.0
81785847,14.99,California,14,Cabernet Sauvignon,5.0,0.0,0.0,0.0
47533026,19.99,"Sonoma, California",13.9,Cabernet Sauvignon,5.0,5.0,5.0,5.0
14767737,10.99,"Columbia Valley, Washington",14.5,Merlot,4.67,0.0,0.0,0.0
51752530,24.99,Italy,14,Sangiovese,4.54,0.0,0.0,0.0
47134051,22.99,Mendoza,13.5,Malbec,5.0,0.0,0.0,0.0
81581838,12.99,Portugal,13.5,Red Blend,4.4,0.0,0.0,0.0
14767399,13.99,California,13.8,Malbec,5.0,5.0,5.0,5.0
54232798,19.99,California,14.8,Pinot Noir,4.66,0.0,0.0,0.0
13359261,20.99,California,13.5,Cabernet Sauvignon,4.11,4.0,4.0,3.67
47134378,13.99,Washington,13.5,Merlot,4.33,3.0,3.0,3.0
51770745,21.99,"Columbia Valley, Washington",14.5,Cabernet Sauvignon,4.78,0.0,0.0,0.0
47134265,29.99,"Napa Valley, California",13.7,Cabernet Sauvignon,5.0,5.0,5.0,5.0
47130594,31.99,California,13.7,Cabernet Sauvignon,5.0,5.0,5.0,5.0
54250371,51.99,"Paso Robles, California",15,Cabernet Sauvignon,5.0,5.0,5.0,5.0
51752265,12.99,California,13.9,Pinot Noir,5.0,5.0,5.0,5.0
15207194,14.99,California,13.5,Red Blend,4.5,5.0,5.0,5.0
13354834,29.99,"Napa Valley, California",14.7,Cabernet Sauvignon,5.0,0.0,0.0,0.0
52356360,13.99,Australia,14,Cabernet Sauvignon,4.2,5.0,5.0,5.0
52119096,9.99,Australia,13.5,Red Blend,4.4,0.0,0.0,0.0
13308497,19.99,"Sonoma, California",13.2,Cabernet Sauvignon,4.33,5.0,5.0,5.0
14778675,9.99,Mendoza,14,Malbec,4.44,0.0,0.0,0.0
81593986,15.99,"Central Coast, California",14,Pinot Noir,4.8,5.0,5.0,5.0
13307839,14.99,California,13.5,Merlot,4.5,5.0,5.0,5.0
47131165,14.99,Oregon,13,Pinot Noir,4.59,4.54,4.54,4.69
81581735,22.99,California,17.1,Cabernet Sauvignon,5.0,0.0,0.0,0.0
81826938,26.99,"Willamette Valley, Oregon",14,Pinot Noir,5.0,0.0,0.0,0.0
53918506,24.99,California,15,Red Blend,4.43,3.67,4.0,4.0
13308495,9.99,California,13.5,Pinot Noir,4.0,3.8,3.5,4.25
51759521,20.99,California,14.2,Red Blend,4.5,0.0,0.0,0.0
79319100,15.99,France,13,Pinot Noir,4.6,0.0,0.0,0.0
47134876,19.99,Mendoza,14.3,Malbec,5.0,5.0,5.0,5.0
81783098,9.99,United States,11.5,Red Blend,4.86,5.0,5.0,5.0
17125401,19.99,California,13.6,Pinot Noir,4.5,0.0,0.0,0.0
49098480,52.99,"Santa Maria Valley, California",14.8,Pinot Noir,5.0,0.0,0.0,0.0
52525510,29.99,California,16,Red Blend,5.0,5.0,5.0,5.0
14777303,13.99,California,13.5,Pinot Noir,4.5,5.0,5.0,5.0
81656328,11.99,California,9,Cabernet Sauvignon,4.75,4.5,5.0,5.0
86540925,18.99,United States,15,Red Blend,5.0,5.0,5.0,5.0
53195304,21.99,East Coast United States,14.5,Red Blend,4.71,1.0,1.0,1.0
47133010,13.99,East Coast United States,13.9,Cabernet Sauvignon,5.0,5.0,5.0,5.0
47134836,15.99,Marlborough,13.5,Pinot Noir,5.0,5.0,5.0,5.0
47133028,12.99,"Horse Heaven Hills, Washington",14.5,Cabernet Sauvignon,5.0,5.0,5.0,5.0
14901159,10.99,California,12.0,Cabernet Sauvignon,3.85,3.5,3.5,4.0
47134671,16.99,"Lodi, California",14.5,Zinfandel,4.0,5.0,5.0,5.0
51751207,21.99,California,14.1,Cabernet Sauvignon,4.67,5.0,5.0,5.0
47134081,9.99,South Africa,12.5,Syrah/Shiraz,4.11,5.0,5.0,5.0
13358996,10.99,Mendoza,14.5,Malbec,4.8,5.0,5.0,5.0
47133191,10.99,"Monterey, California",11,Red Blend,4.57,5.0,5.0,4.67
54232788,11.99,"Central Coast, California",14,Red Blend,4.75,5.0,5.0,5.0
81593988,15.99,California,13.5,Cabernet Sauvignon,4.75,0.0,0.0,0.0
81642240,11.99,California,14,Cabernet Sauvignon,5.0,5.0,5.0,5.0
81594010,12.99,California,14,Cabernet Sauvignon,4.5,0.0,0.0,0.0
14779394,7.99,Chianti,12.5,Red Blend,4.83,5.0,5.0,5.0
47132875,7.99,Great Lakes,13.0,Red Blend,5.0,5.0,5.0,5.0
47218540,24.99,"Alexander Valley, California",11.5,Cabernet Sauvignon,5.0,0.0,0.0,0.0
16416174,10.99,Italy,13,Sangiovese,4.42,5.0,5.0,5.0
47129512,8.99,East Coast United States,12,Muscadine,5.0,5.0,5.0,5.0
14775917,10.99,Chile,13.0,Carmenere,4.44,5.0,5.0,5.0
53586398,16.99,United States,14.5,Red Blend,5.0,0.0,0.0,0.0
47129511,8.99,East Coast United States,12,Muscadine,5.0,5.0,5.0,5.0
13403805,18.99,California,13.5,Red Blend,4.36,0.0,0.0,0.0
79330718,14.99,California,14.5,Cabernet Sauvignon,4.67,0.0,0.0,0.0
83442024,39.99,"Russian River Valley, California",14.5,Pinot Noir,0.0,0.0,0.0,0.0
14777323,9.99,Mendoza,13,Red Blend,4.71,0.0,0.0,0.0
50395408,14.99,California,14.5,Red Blend,4.92,5.0,5.0,5.0
13403722,21.99,California,13.5,Cabernet Sauvignon,4.33,0.0,0.0,0.0
14913780,11.99,"Lodi, California",14.5,Cabernet Sauvignon,5.0,5.0,5.0,5.0
53844060,14.99,California,14.5,Red Blend,5.0,5.0,5.0,5.0
51759024,20.99,"Sonoma, California",13.9,Merlot,3.0,4.0,4.0,3.5
47134071,8.99,East Coast United States,10.5,Muscadine,5.0,5.0,5.0,5.0
54191619,13.99,California,14,Pinot Noir,0.0,0.0,0.0,0.0
80227138,15.99,California,13.5,Pinot Noir,5.0,0.0,0.0,0.0
51771209,13.99,California,13.5,Cabernet Sauvignon,5.0,0.0,0.0,0.0
52644059,17.99,Australia,13.5,Red Blend,5.0,0.0,0.0,0.0
83640905,14.99,California,15,Cabernet Sauvignon,5.0,0.0,0.0,0.0
47988395,14.99,California,14.4,Zinfandel,5.0,0.0,0.0,0.0
14895028,11.99,Washington,13.8,Cabernet Sauvignon,5.0,5.0,5.0,5.0
52634203,26.99,"Paso Robles, California",14.8,Cabernet Sauvignon,4.67,4.2,4.4,4.25
47134270,14.99,"Sonoma, California",13.5,Cabernet Sauvignon,5.0,5.0,5.0,4.8
47133186,10.99,United States,11.0,Red Blend,5.0,5.0,5.0,5.0
52643131,49.99,California,15.4,Cabernet Sauvignon,4.86,0.0,0.0,0.0
47129451,6.99,Midwestern United States,11.5,Red Blend,5.0,0.0,0.0,0.0
14767840,12.99,Spain,13.5,Red Blend,5.0,5.0,5.0,5.0
47561268,11.99,"Lodi, California",13.9,Zinfandel,5.0,4.5,4.5,4.0
79182395,13.99,California,14.5,Red Blend,4.43,0.0,0.0,0.0
47133239,7.99,Southwestern United States,12.4,Red Blend,4.06,2.6,3.4,2.8
52117845,17.99,Washington,14.5,Syrah/Shiraz,3.33,3.67,3.67,3.67
13403806,21.99,"Sonoma, California",14.5,Merlot,4.25,0.0,0.0,0.0
54157037,8.99,Great Lakes,11,Red Blend,5.0,4.0,4.0,5.0
53817349,11.99,California,13.5,Red Blend,3.33,3.67,3.67,4.0
48326440,19.99,Oregon,13.5,Pinot Noir,0.0,0.0,0.0,0.0
53195248,9.99,"Columbia Valley, Washington",14.5,Red Blend,4.92,0.0,0.0,0.0
47134672,16.99,Mendoza,14.5,Malbec,5.0,0.0,0.0,0.0
47135024,14.99,Italy,13,Montepulciano D'Abruzzo,4.2,0.0,0.0,0.0
83695822,21.99,"Sonoma, California",14.5,Red Blend,4.45,0.0,0.0,0.0
47133499,8.99,Southwestern United States,12.5,Red Blend,5.0,0.0,0.0,0.0
51759393,17.99,"Russian River Valley, California",14.5,Pinot Noir,4.33,0.0,0.0,0.0
47130685,5.99,"Columbia Valley, Washington",14.2,Cabernet Sauvignon,4.69,0.0,0.0,0.0
47133221,7.99,Great Lakes,13.9,Red Blend,5.0,0.0,0.0,0.0
81796295,19.99,"Monterey, California",14,Pinot Noir,0.0,0.0,0.0,0.0
47132942,18.99,Spain,13.0,Red Blend,5.0,0.0,0.0,0.0
48638086,69.99,California,14.5,Cabernet Sauvignon,4.65,0.0,0.0,0.0
14778690,15.99,"Lodi, California",12.0,Zinfandel,5.0,5.0,5.0,5.0
54300384,25.99,"Alexander Valley, California",15,Cabernet Sauvignon,5.0,5.0,5.0,5.0
53556474,7.99,Midwestern United States,11,Red Blend,0.0,0.0,0.0,0.0
47132279,45.99,"Napa Valley, California",14.5,Cabernet Sauvignon,0.0,0.0,0.0,0.0
47132975,8.99,Chile,13.5,Red Blend,4.25,5.0,5.0,5.0
47134280,12.99,"Livermore Valley, California",13.5,Cabernet Sauvignon,5.0,0.0,0.0,0.0
47133229,24.99,"Sonoma, California",14.8,Zinfandel,5.0,0.0,0.0,0.0
50426720,14.99,Mendoza,12,Malbec,4.0,3.5,3.5,3.5
47935479,9.99,"Alexander Valley, California",13.7,Cabernet Sauvignon,3.33,0.0,0.0,0.0
52707279,29.99,California,15.5,Zinfandel,4.8,5.0,5.0,5.0
81786255,29.99,"Paso Robles, California",14.5,Red Blend,0.0,0.0,0.0,0.0
86456250,22.99,"Paso Robles, California",15,Cabernet Sauvignon,0.0,0.0,0.0,0.0
54254560,32.99,California,15,Red Blend,5.0,0.0,0.0,0.0
47841918,8.99,Midwestern United States,13.3,Red Blend,0.0,0.0,0.0,0.0
81894239,16.99,California,15,Red Blend,0.0,0.0,0.0,0.0
81786054,19.99,"Monterey, California",14,Pinot Noir,0.0,0.0,0.0,0.0
