tcin,price,Region,Alcohol Percentage,Wine varietals,rating,taste,quality,value
47535714,8.99,South Africa,13,Sauvignon Blanc,0.0,0.0,0.0,0.0
47132575,5.99,Australia,12.5,Pinot Grigio,0.0,0.0,0.0,0.0
47827288,5.99,California,12.0,Pinot Grigio,0.0,0.0,0.0,0.0
52525393,13.99,California,14.5,Chardonnay,4.53,5.0,5.0,5.0
52280279,9.99,"Columbia Valley, Washington",10.5,White Moscato,0.0,0.0,0.0,0.0
47129399,9.99,South Africa,9.0,White Blend,5.0,5.0,5.0,5.0
53192978,11.99,Italy,12.5,Pinot Grigio,5.0,5.0,5.0,5.0
85645751,10.99,United States,13.5,Pinot Gris,0.0,0.0,0.0,0.0
14779843,9.99,California,13,Multiple Varietals,0.0,0.0,0.0,0.0
50033103,11.99,Italy,6,Multiple Varietals,4.58,0.0,0.0,0.0
47136038,6.99,Italy,8.0,Lambrusco,5.0,0.0,0.0,0.0
50220235,13.99,"Lodi, California",11,Champagne,4.67,5.0,5.0,5.0
53194150,9.99,California,11.8,Prosecco,4.71,0.0,0.0,0.0
14831436,4.99,California,13.0,Chardonnay,4.06,3.5,3.5,4.5
13462026,17.99,California,13.5,Riesling,4.11,4.5,4.33,4.75
47130495,9.99,California,13,Pinot Grigio,0.0,0.0,0.0,0.0
80377800,5.99,Italy,5,White Moscato,4.42,3.8,4.2,3.8
13461945,17.99,California,13.0,Chardonnay,3.88,4.0,3.67,4.5
54005076,5.49,Piedmont,5.5,White Moscato,4.91,5.0,5.0,3.0
86517230,6.99,California,5,White Moscato,4.86,0.0,0.0,0.0
14767696,10.99,Australia,7.5,White Moscato,0.0,0.0,0.0,0.0
80377802,5.99,Italy,5,White Moscato,4.66,0.0,0.0,0.0
50072335,5.99,California,12.5,Chardonnay,4.22,0.0,0.0,0.0
80377801,5.99,Italy,5,White Moscato,4.5,2.0,2.67,2.67
86517229,6.99,California,5,White Moscato,4.43,0.0,0.0,0.0
47135995,10.99,Australia,11.5,Pinot Grigio,4.67,0.0,0.0,0.0
53724271,5.99,Marlborough,12.5,Sauvignon Blanc,5.0,0.0,0.0,0.0
47136008,5.99,California,13.5,Sauvignon Blanc,0.0,0.0,0.0,0.0
13461956,9.99,California,10,White Moscato,5.0,0.0,0.0,0.0
13461947,17.99,California,13.5,Pinot Grigio,4.12,3.0,3.2,3.2
13462196,9.99,California,13.0,Chardonnay,0.0,0.0,0.0,0.0
53724271,5.99,Marlborough,12.5,Sauvignon Blanc,5.0,0.0,0.0,0.0
47133442,19.99,California,12,Prosecco,4.81,4.6,4.6,4.67
53207805,21.99,Italy,15.1,Prosecco,4.0,5.0,5.0,5.0
54217771,15.99,Provence,12,Rose,4.0,4.0,4.13,3.75
53805761,13.99,France,11.5,Rose,4.43,4.14,4.14,4.29
50358138,13.99,Italy,11,Prosecco,4.61,4.25,4.75,4.0
52525730,18.99,California,11.5,Rose,3.8,3.2,3.2,3.4
84398043,19.99,United States,14,Cabernet Sauvignon,3.85,5.0,5.0,5.0
87113162,9.99,United States,13,Red Blend,5.0,,5.0,5.0
87113165,9.99,United States,13,Red Blend,4.0,,5.0,4.0
87113164,9.99,United States,13,Red Blend,5.0,,5.0,5.0
87113161,9.99,United States,13,Red Blend,4.5,,,4.0
87113163,9.99,United States,13,Red Blend,5.0,,5.0,5.0
84398044,69.99,United States,14,Multiple Varietals,3.84,1.0,1.0,3.67
87113160,9.99,United States,13,Red Blend,4.0,,5.0,4.0
83695642,7.99,California,15,Rose,3.77,3.0,3.0,3.0
14831433,17.99,California,13.5,Pink Moscato,4.0,3.8,3.8,4.5
85864865,18.99,United States,13.9,Multiple Varietals,5.0,0.0,0.0,0.0
54217884,13.99,"Columbia Valley, Washington",13.5,Rose,4.68,5.0,5.0,5.0
52531618,14.99,New Zealand,13,Rose,4.5,5.0,5.0,5.0
81656211,19.99,Provence,13,Rose,5.0,5.0,5.0,5.0
80396094,19.99,Oregon,13,Rose,0.0,0.0,0.0,0.0
87573551,17.00,California,13,Rose,5.0,0.0,0.0,0.0
84715206,10.99,"Columbia Valley, Washington",13,Rose,5.0,5.0,5.0,4.0
81785845,14.99,California,13,Rose,4.13,5.0,5.0,5.0
53209092,8.99,California,10.5,Rose,3.67,5.0,5.0,4.5
51743767,7.99,California,9.5,Multiple Varietals,4.5,0.0,0.0,0.0
17125363,13.99,Rhone Valley,14.0,Rose,5.0,5.0,5.0,5.0
79182385,17.99,"Russian River Valley, California",14,Rose,0.0,0.0,0.0,0.0
86459246,19.99,Provence,13,Rose,0.0,0.0,0.0,0.0
80862706,19.99,California,13.5,Rose,4.25,3.97,4.26,3.97
53208942,16.99,"Monterey, California",13.9,Rose,4.33,3.67,3.67,3.67
53214803,33.99,Provence,13,Rose,5.0,5.0,5.0,5.0
86459625,12.99,United States,0,Rose,5.0,0.0,0.0,0.0
50086833,42.99,"Russian River Valley, California",12.5,Prosecco,5.0,0.0,0.0,0.0
53211789,13.99,California,13.5,Rose,5.0,0.0,0.0,0.0
52931901,14.99,France,13,Rose,5.0,5.0,5.0,5.0
81894238,16.99,Provence,13,Rose,3.33,1.0,3.0,2.0
52528986,19.99,France,11.5,Rose,5.0,0.0,0.0,0.0
52407869,14.99,"Monterey, California",13.5,Rose,5.0,0.0,0.0,0.0
53208911,12.99,Washington,12.5,Rose,4.8,0.0,0.0,0.0
81642297,17.99,California,12,Rose,0.0,0.0,0.0,0.0
52250423,14.99,"Central Coast, California",13,Rose,0.0,0.0,0.0,0.0
84738686,5.99,United States,7,Rose,4.6,5.0,5.0,5.0
83480633,14.99,California,13,Rose,5.0,0.0,0.0,0.0
47134365,12.99,Italy,11.0,Prosecco,0.0,0.0,0.0,0.0
47988489,9.99,Washington,12.3,Rose,4.44,3.33,4.0,3.67
81656329,11.99,California,8.5,Rose,5.0,5.0,5.0,5.0
14775939,12.99,Piedmont,9.0,Pink Moscato,4.88,5.0,5.0,5.0
79182385,17.99,"Russian River Valley, California",14,Rose,0.0,0.0,0.0,0.0
83480633,14.99,California,13,Rose,5.0,0.0,0.0,0.0
47128516,9.99,Midwestern United States,11,Rose,4.86,5.0,5.0,5.0
79284490,19.99,Provence,13,Rose,5.0,5.0,5.0,5.0
53208911,12.99,Washington,12.5,Rose,4.8,0.0,0.0,0.0
81656323,24.99,Provence,13,Rose,5.0,5.0,5.0,4.0
51789435,22.99,Provence,13.1,Rose,4.88,5.0,5.0,5.0
54217884,13.99,"Columbia Valley, Washington",13.5,Rose,4.68,5.0,5.0,5.0
53208942,16.99,"Monterey, California",13.9,Rose,4.33,3.67,3.67,3.67
80350887,14.99,New Zealand,7,Rose,4.59,0.0,0.0,0.0
81894238,16.99,Provence,13,Rose,3.33,1.0,3.0,2.0
82614396,12.99,California,10.5,Rose,4.27,3.5,3.5,3.5
86459246,19.99,Provence,13,Rose,0.0,0.0,0.0,0.0
82033674,26.99,California,13,Prosecco,0.0,0.0,0.0,0.0
52250423,14.99,"Central Coast, California",13,Rose,0.0,0.0,0.0,0.0
54183945,11.99,Marlborough,12.5,Rose,4.88,5.0,5.0,5.0
79601048,23.99,California,13.5,Rose,4.67,5.0,5.0,5.0
52407869,14.99,"Monterey, California",13.5,Rose,5.0,0.0,0.0,0.0
52407907,18.99,California,13.5,Rose,4.67,0.0,0.0,0.0
17125363,13.99,Rhone Valley,14.0,Rose,5.0,5.0,5.0,5.0
82001048,15.99,Great Lakes,15,Prosecco,5.0,0.0,0.0,0.0
81856384,15.99,"Monterey, California",13,Rose,0.0,0.0,0.0,0.0
83442728,12.99,France,11,Prosecco,4.5,0.0,0.0,0.0
86517224,14.99,Italy,11,Prosecco,0.0,0.0,0.0,0.0
81656329,11.99,California,8.5,Rose,5.0,5.0,5.0,5.0
80396094,19.99,Oregon,13,Rose,0.0,0.0,0.0,0.0
82077364,33.99,Oregon,14,Rose,0.0,0.0,0.0,0.0
53724414,8.99,Midwestern United States,8,Fruit Varietal,5.0,0.0,0.0,0.0
50086833,42.99,"Russian River Valley, California",12.5,Prosecco,5.0,0.0,0.0,0.0
53968272,17.99,"Paso Robles, California",13.5,Rose,5.0,5.0,5.0,5.0
53216357,15.99,France,12.5,Prosecco,2.0,2.0,4.0,3.0
13437403,4.99,United States,13.5,White Zinfandel,4.74,4.25,4.5,5.0
81894238,16.99,Provence,13,Rose,3.33,1.0,3.0,2.0
84724214,9.99,Midwestern United States,11,Rose,0.0,0.0,0.0,0.0
80862706,19.99,California,13.5,Rose,4.25,3.97,4.26,3.97
52136954,29.99,Provence,13,Prosecco,5.0,5.0,5.0,5.0
53211789,13.99,California,13.5,Rose,5.0,0.0,0.0,0.0
79182399,9.99,California,13,Rose,2.54,2.79,2.91,3.17
80862705,19.99,Marlborough,13,Prosecco,4.43,5.0,5.0,5.0
85864865,18.99,United States,13.9,Multiple Varietals,5.0,0.0,0.0,0.0
54183945,11.99,Marlborough,12.5,Rose,4.88,5.0,5.0,5.0
81593982,25.99,California,11.9,Rose,5.0,0.0,0.0,0.0
53208911,12.99,Washington,12.5,Rose,4.8,0.0,0.0,0.0
86540926,18.99,United States,14,Rose,3.6,2.33,2.67,2.33
82000920,37.99,"Anderson Valley, California",13,Prosecco,0.0,0.0,0.0,0.0
81786367,12.99,Veneto,11,Prosecco,5.0,5.0,5.0,5.0
52531618,14.99,New Zealand,13,Rose,4.5,5.0,5.0,5.0
86540926,18.99,United States,14,Rose,3.6,2.33,2.67,2.33
81827139,14.99,"Central Coast, California",13,Rose,0.0,0.0,0.0,0.0
82001048,15.99,Great Lakes,15,Prosecco,5.0,0.0,0.0,0.0
84715206,10.99,"Columbia Valley, Washington",13,Rose,5.0,5.0,5.0,4.0
79284490,19.99,Provence,13,Rose,5.0,5.0,5.0,5.0
52309355,8.99,California,13,Rose,4.35,2.0,2.0,3.0
50086833,42.99,"Russian River Valley, California",12.5,Prosecco,5.0,0.0,0.0,0.0
84724214,9.99,Midwestern United States,11,Rose,0.0,0.0,0.0,0.0
81642297,17.99,California,12,Rose,0.0,0.0,0.0,0.0
13359291,8.99,United States,11.5,Champagne,4.55,5.0,5.0,5.0
53724254,5.99,California,12.5,Rose,4.5,0.0,0.0,0.0
53194134,11.99,California,10,Rose,4.12,0.0,0.0,0.0
80377803,5.99,California,5,Multiple Varietals,4.48,5.0,5.0,5.0
14898488,10.99,California,8.5,Multiple Varietals,4.58,4.5,4.67,4.83
14983352,8.99,California,13.5,Pink Moscato,4.7,3.75,3.75,4.0
14775898,10.99,California,9.0,Multiple Varietals,4.83,0.0,0.0,0.0
13462201,5.99,California,9.5,Rose,4.38,5.0,5.0,5.0
86001571,5.99,Italy,11,Prosecco,3.9,2.0,1.0,5.0
53817405,5.99,California,12.5,Rose,4.32,5.0,5.0,
83368851,11.99,California,13,Cabernet Sauvignon,4.25,0.0,0.0,0.0
13288395,8.99,Chile,12.0,Merlot,0.0,0.0,0.0,0.0
52280289,18.99,California,13.5,Red Blend,4.53,0.0,0.0,0.0
13422019,18.99,"Willamette Valley, Oregon",13.0,Pinot Noir,4.6,4.5,4.5,4.5
52280287,21.99,California,13.5,Malbec,4.18,0.0,0.0,0.0
49086212,11.99,Midwestern United States,10.6,Red Blend,5.0,0.0,0.0,0.0
52701157,4.99,United States,12.5,Red Blend,4.75,4.75,4.75,5.0
54236454,4.99,California,13,Pinot Noir,4.75,0.0,0.0,0.0
13359465,10.99,California,13,Pinot Noir,4.5,5.0,5.0,5.0
83368851,11.99,California,13,Cabernet Sauvignon,4.25,0.0,0.0,0.0
47127548,11.99,United States,9,Red Blend,4.6,5.0,5.0,5.0
52280287,21.99,California,13.5,Malbec,4.18,0.0,0.0,0.0
54530477,4.99,United States,13.5,Red Blend,4.47,0.0,0.0,0.0
54236452,4.99,California,13.5,Cabernet Sauvignon,4.4,0.0,0.0,0.0
13422019,18.99,"Willamette Valley, Oregon",13.0,Pinot Noir,4.6,4.5,4.5,4.5
54680292,6.99,California,14,Pinot Noir,4.93,4.93,4.93,5.0
47127547,11.99,United States,9,Red Blend,5.0,0.0,0.0,0.0
13359274,10.99,California,13.5,Merlot,4.36,0.0,0.0,0.0
49086687,18.99,California,13,Pinot Noir,4.88,5.0,5.0,5.0
47130211,14.99,Italy,12.0,Pinot Noir,0.0,0.0,0.0,0.0
51247066,8.99,California,11.5,Cabernet Sauvignon,3.0,0.0,0.0,0.0
52280289,18.99,California,13.5,Red Blend,4.53,0.0,0.0,0.0
13288395,8.99,Chile,12.0,Merlot,0.0,0.0,0.0,0.0
14777281,9.99,California,12.5,Malbec,4.46,4.0,4.0,5.0
50427918,5.99,Oregon,12,Pinot Noir,5.0,5.0,5.0,5.0
54530476,4.99,California,13,Cabernet Sauvignon,4.38,0.0,0.0,0.0
83472537,19.99,Washington,13,Cabernet Sauvignon,0.0,0.0,0.0,0.0
52280083,16.99,Italy,11,Prosecco,4.43,4.0,5.0,4.0
47831548,12.99,Veneto,11.0,Prosecco,4.69,5.0,5.0,5.0
